student_name,register_number,department,cgpa,tenth_percentage,twelfth_percentage,aptitude_score,coding_score,communication_skill,internship,certifications,projects_completed,backlogs,placed
Student_521,REG20260521,Electrical and Electronics Engineering,9.64,64.86,83.68,48,40.0,Average,No,0,1,1,0
Student_522,REG20260522,Information Technology,7.91,75.17,73.72,86,99.0,Excellent,No,0,1,0,1
Student_523,REG20260523,Other,9.53,66.55,95.98,41,59.0,Average,No,1,2,0,0
Student_524,REG20260524,Artificial Intelligence and Data Science,5.72,59.34,85.93,68,35.0,Good,No,2,1,0,0
Student_525,REG20260525,Artificial Intelligence and Data Science,7.3,62.2,95.0,72,66.0,Average,No,1,3,1,0
Student_526,REG20260526,Electronics and Communication Engineering,6.62,61.33,77.69,49,37.0,Average,No,0,2,2,0
Student_527,REG20260527,Electronics and Communication Engineering,8.64,96.84,66.13,73,83.0,Excellent,No,1,0,3,0
Student_528,REG20260528,Information Technology,9.72,87.65,57.27,83,53.0,Average,No,1,2,1,1
Student_529,REG20260529,Computer Science and Engineering,6.6,96.61,86.22,94,94.0,Good,No,1,1,0,0
Student_530,REG20260530,Artificial Intelligence and Data Science,8.31,73.91,60.22,47,63.0,Good,Yes,1,2,0,1
Student_531,REG20260531,Civil Engineering,6.35,66.97,68.02,76,84.0,Good,Yes,2,4,1,0
Student_532,REG20260532,Other,7.93,89.33,77.9,93,36.0,Good,No,2,3,1,0
Student_533,REG20260533,Other,7.49,69.03,79.27,99,90.0,Good,Yes,1,1,0,1
Student_534,REG20260534,Electrical and Electronics Engineering,9.68,67.87,80.83,72,51.0,Poor,No,1,1,0,0
Student_535,REG20260535,Civil Engineering,8.12,65.0,62.15,86,94.0,Good,Yes,1,1,2,0
Student_536,REG20260536,Artificial Intelligence and Data Science,7.0,60.58,71.33,45,70.0,Excellent,No,2,1,0,0
Student_537,REG20260537,Artificial Intelligence and Data Science,5.99,66.03,81.54,83,95.0,Poor,Yes,0,0,0,1
Student_538,REG20260538,Computer Science and Engineering,6.15,70.28,96.7,79,51.0,Average,,5,1,0,0
Student_539,REG20260539,Electronics and Communication Engineering,6.47,83.98,86.29,84,83.0,Good,No,0,0,0,0
Student_540,REG20260540,Computer Science and Engineering,6.58,57.69,94.67,58,94.0,Average,No,1,1,0,0
Student_541,REG20260541,Other,9.16,64.05,87.78,71,54.0,Average,No,2,1,1,0
Student_542,REG20260542,Electrical and Electronics Engineering,7.91,89.79,80.44,66,84.0,Average,No,0,4,0,1
Student_543,REG20260543,Computer Science and Engineering,7.75,61.32,63.26,40,37.0,Good,No,1,2,0,0
Student_544,REG20260544,Mechanical Engineering,5.99,69.73,83.67,82,77.0,Average,Yes,0,1,0,0
Student_545,REG20260545,Electrical and Electronics Engineering,9.2,92.18,81.81,91,91.0,Good,No,0,0,1,1
Student_546,REG20260546,Information Technology,8.61,61.66,80.91,72,84.0,Good,No,0,1,3,0
Student_547,REG20260547,Computer Science and Engineering,5.79,58.56,76.06,79,84.0,Average,No,0,1,1,0
Student_548,REG20260548,Mechanical Engineering,8.54,75.84,77.73,71,71.0,Good,Yes,0,1,2,0
Student_549,REG20260549,Electronics and Communication Engineering,7.84,68.0,69.38,44,80.0,Excellent,No,5,3,0,0
Student_550,REG20260550,Civil Engineering,5.85,79.23,77.33,56,76.0,Good,Yes,5,2,0,0
Student_551,REG20260551,Electronics and Communication Engineering,7.47,89.56,63.49,47,49.0,Good,No,0,2,0,0
Student_552,REG20260552,Artificial Intelligence and Data Science,7.58,60.9,89.62,96,67.0,Average,No,1,1,0,1
Student_553,REG20260553,Electrical and Electronics Engineering,6.21,79.97,62.99,81,45.0,Good,Yes,0,3,1,0
Student_554,REG20260554,Electrical and Electronics Engineering,9.57,76.74,58.65,73,54.0,Poor,No,0,3,0,1
Student_555,REG20260555,Artificial Intelligence and Data Science,9.15,61.2,73.76,48,58.0,Average,No,0,1,3,0
Student_556,REG20260556,Electronics and Communication Engineering,8.38,81.83,83.31,95,98.0,Average,No,4,1,0,1
Student_557,REG20260557,Computer Science and Engineering,7.49,66.77,73.82,62,99.0,Average,Yes,3,1,0,1
Student_558,REG20260558,Computer Science and Engineering,7.27,75.98,66.9,74,51.0,Good,No,0,0,0,0
Student_559,REG20260559,Civil Engineering,8.3,58.54,79.0,89,95.0,Average,Yes,0,2,0,1
Student_560,REG20260560,Electrical and Electronics Engineering,7.85,74.76,69.92,46,49.0,Good,No,0,1,0,0
Student_561,REG20260561,Mechanical Engineering,5.77,68.18,95.11,54,85.0,Good,No,1,0,0,0
Student_562,REG20260562,Computer Science and Engineering,7.7,90.36,94.67,92,61.0,Good,No,1,0,0,1
Student_563,REG20260563,Computer Science and Engineering,8.97,57.45,76.6,93,95.0,Average,Yes,0,1,0,1
Student_564,REG20260564,Computer Science and Engineering,7.47,73.0,69.1,59,92.0,Good,No,2,3,0,0
Student_565,REG20260565,Information Technology,5.72,74.71,86.7,89,65.0,Average,Yes,0,2,0,0
Student_566,REG20260566,Electrical and Electronics Engineering,8.88,86.18,56.58,64,46.0,Poor,No,3,2,0,0
Student_567,REG20260567,Information Technology,6.37,79.69,75.42,42,80.0,Excellent,Yes,1,1,0,0
Student_568,REG20260568,Electronics and Communication Engineering,6.61,83.69,69.46,99,65.0,Average,No,1,2,0,0
Student_569,REG20260569,Artificial Intelligence and Data Science,6.21,88.41,94.58,94,66.0,Poor,Yes,2,1,0,0
Student_570,REG20260570,Information Technology,6.92,92.07,55.52,85,66.0,Excellent,Yes,2,2,0,0
Student_571,REG20260571,Electronics and Communication Engineering,8.75,68.5,78.77,63,87.0,Average,Yes,0,0,0,1
Student_572,REG20260572,Civil Engineering,7.73,78.13,86.85,73,95.0,Good,No,0,1,0,1
Student_573,REG20260573,Information Technology,6.38,91.12,75.86,85,80.0,Average,Yes,3,1,0,1
Student_574,REG20260574,Electrical and Electronics Engineering,9.27,97.55,58.67,61,41.0,Average,No,0,1,0,0
Student_575,REG20260575,Artificial Intelligence and Data Science,9.28,93.25,96.82,50,38.0,Average,No,0,4,1,0
Student_576,REG20260576,Artificial Intelligence and Data Science,9.24,70.97,77.27,87,86.0,Average,No,1,0,0,1
Student_577,REG20260577,Computer Science and Engineering,6.53,63.39,81.41,47,65.0,Average,No,2,1,0,0
Student_578,REG20260578,Artificial Intelligence and Data Science,7.44,76.04,65.17,78,70.0,Good,Yes,2,1,1,0
Student_579,REG20260579,Electronics and Communication Engineering,9.74,86.89,75.79,82,88.0,Good,No,3,3,0,1
Student_580,REG20260580,Information Technology,8.82,76.18,73.45,74,88.0,Excellent,Yes,1,1,1,1
Student_581,REG20260581,Electronics and Communication Engineering,5.62,75.78,58.22,88,51.0,Poor,No,0,2,0,0
Student_582,REG20260582,Other,5.78,91.04,59.56,85,64.0,Good,Yes,1,3,0,0
Student_583,REG20260583,Electronics and Communication Engineering,7.49,70.54,91.01,77,56.0,Good,No,2,1,1,0
Student_584,REG20260584,Information Technology,9.41,91.97,65.31,47,77.0,Excellent,No,0,1,0,1
Student_585,REG20260585,Electrical and Electronics Engineering,7.82,72.49,63.38,93,61.0,Poor,No,0,1,0,0
Student_586,REG20260586,Computer Science and Engineering,7.64,69.11,76.71,76,71.0,Good,Yes,0,3,0,1
Student_587,REG20260587,Computer Science and Engineering,5.95,74.52,88.06,66,80.0,Excellent,No,1,0,0,0
Student_588,REG20260588,Computer Science and Engineering,8.32,87.79,57.66,67,69.0,Average,Yes,2,1,0,1
Student_589,REG20260589,Computer Science and Engineering,9.04,60.42,79.8,79,38.0,Excellent,,1,2,0,1
Student_590,REG20260590,Computer Science and Engineering,7.14,63.45,60.13,73,60.0,Poor,No,4,2,1,0
Student_591,REG20260591,Computer Science and Engineering,8.84,95.91,56.57,71,53.0,Good,No,0,1,1,0
Student_592,REG20260592,Electrical and Electronics Engineering,9.65,62.55,57.27,54,79.0,Excellent,No,3,1,0,1
Student_593,REG20260593,Computer Science and Engineering,6.38,79.41,90.87,83,60.0,Good,No,2,0,3,0
Student_594,REG20260594,Information Technology,7.75,79.91,60.07,56,56.0,Average,No,0,1,0,0
Student_595,REG20260595,Artificial Intelligence and Data Science,6.73,76.05,56.94,72,92.0,Poor,No,4,1,0,1
Student_596,REG20260596,Electronics and Communication Engineering,8.91,82.72,73.83,86,97.0,Excellent,,0,3,1,1
Student_597,REG20260597,Mechanical Engineering,7.98,64.88,91.29,85,62.0,Good,No,2,1,1,0
Student_598,REG20260598,Computer Science and Engineering,8.23,78.76,66.28,91,99.0,Poor,Yes,2,3,1,1
Student_599,REG20260599,Computer Science and Engineering,8.93,71.0,73.13,93,78.0,Good,No,2,2,0,1
Student_600,REG20260600,Computer Science and Engineering,7.2,83.45,56.72,55,77.0,Good,No,1,0,0,0
Student_601,REG20260601,Computer Science and Engineering,,61.07,74.31,68,71.0,Average,Yes,0,2,1,1
Student_602,REG20260602,Information Technology,7.79,79.55,79.84,48,100.0,Average,No,1,0,0,1
Student_603,REG20260603,Computer Science and Engineering,6.18,62.97,79.55,72,51.0,Poor,No,0,5,0,0
Student_604,REG20260604,Computer Science and Engineering,8.49,66.98,69.29,99,74.0,Good,Yes,2,3,0,1
Student_605,REG20260605,Computer Science and Engineering,8.91,64.4,68.57,88,72.0,Good,No,2,1,1,0
Student_606,REG20260606,Electronics and Communication Engineering,6.86,62.86,59.58,68,95.0,Good,No,3,1,0,1
Student_607,REG20260607,Computer Science and Engineering,9.19,90.51,70.77,52,43.0,Good,No,0,1,0,0
Student_608,REG20260608,Information Technology,9.4,67.29,59.28,60,95.0,Excellent,No,2,1,0,1
Student_609,REG20260609,Electronics and Communication Engineering,6.69,94.87,87.96,97,50.0,Good,No,3,1,0,0
Student_610,REG20260610,Mechanical Engineering,9.73,96.71,96.55,60,36.0,Poor,Yes,2,1,1,0
Student_611,REG20260611,Computer Science and Engineering,6.11,79.56,96.71,44,77.0,Good,No,0,2,0,0
Student_612,REG20260612,Civil Engineering,6.37,61.15,92.2,49,76.0,Average,No,0,0,0,0
Student_613,REG20260613,Electrical and Electronics Engineering,6.29,71.11,80.83,45,91.0,Good,No,0,3,0,0
Student_614,REG20260614,Computer Science and Engineering,9.34,89.3,85.14,95,64.0,Good,No,1,2,0,1
Student_615,REG20260615,Artificial Intelligence and Data Science,8.31,70.8,67.26,90,47.0,Average,No,1,1,0,1
Student_616,REG20260616,Artificial Intelligence and Data Science,6.15,58.74,82.12,96,53.0,Excellent,No,4,3,0,0
Student_617,REG20260617,Computer Science and Engineering,7.39,78.94,74.59,52,41.0,Average,No,0,1,0,0
Student_618,REG20260618,Information Technology,8.15,91.34,75.73,40,43.0,Good,No,0,0,0,0
Student_619,REG20260619,Civil Engineering,5.86,89.22,87.58,59,88.0,Poor,No,1,2,1,0
Student_620,REG20260620,Mechanical Engineering,9.29,62.53,67.12,96,95.0,Excellent,No,2,1,1,1
Student_621,REG20260621,Computer Science and Engineering,8.96,83.93,68.68,86,36.0,,No,3,2,0,0
Student_622,REG20260622,Computer Science and Engineering,7.67,64.48,94.76,85,84.0,Poor,Yes,2,3,0,1
Student_623,REG20260623,Information Technology,9.66,64.38,57.42,47,65.0,Average,No,1,4,2,0
Student_624,REG20260624,Electronics and Communication Engineering,7.3,92.59,75.88,49,67.0,Average,No,1,2,0,0
Student_625,REG20260625,Electrical and Electronics Engineering,9.73,65.74,94.25,48,45.0,Average,No,2,2,0,0
Student_626,REG20260626,Information Technology,8.37,66.32,81.25,88,67.0,Good,No,1,0,1,0
Student_627,REG20260627,Electronics and Communication Engineering,8.23,55.03,78.5,80,41.0,Average,No,0,0,0,0
Student_628,REG20260628,Mechanical Engineering,6.21,92.44,65.74,42,65.0,Poor,Yes,0,2,0,0
Student_629,REG20260629,Computer Science and Engineering,9.29,89.08,69.76,50,82.0,Average,No,0,1,0,1
Student_630,REG20260630,Information Technology,7.34,81.98,91.64,51,81.0,Good,No,1,1,0,0
Student_631,REG20260631,Mechanical Engineering,6.2,87.26,79.05,49,87.0,Good,Yes,0,1,2,0
Student_632,REG20260632,Artificial Intelligence and Data Science,5.55,61.54,77.13,64,53.0,Good,Yes,0,2,0,0
Student_633,REG20260633,Electronics and Communication Engineering,7.91,74.71,59.28,88,40.0,Good,No,0,0,0,0
Student_634,REG20260634,Electronics and Communication Engineering,7.77,70.1,55.69,88,83.0,Average,No,1,2,2,0
Student_635,REG20260635,Computer Science and Engineering,8.59,59.03,96.44,64,84.0,Poor,No,0,0,2,0
Student_636,REG20260636,Electronics and Communication Engineering,9.33,75.9,71.21,50,46.0,Average,No,1,0,0,0
Student_637,REG20260637,Electronics and Communication Engineering,5.84,94.59,80.94,93,57.0,Good,,0,1,0,0
Student_638,REG20260638,Computer Science and Engineering,8.65,56.72,58.43,75,88.0,Excellent,No,0,1,0,0
Student_639,REG20260639,Information Technology,6.31,67.53,84.37,78,93.0,Good,No,1,3,1,0
Student_640,REG20260640,Information Technology,9.19,63.92,95.1,92,70.0,Poor,Yes,0,0,0,1
Student_641,REG20260641,Computer Science and Engineering,9.02,65.24,79.75,65,37.0,Average,No,0,0,0,0
Student_642,REG20260642,Information Technology,7.83,94.06,60.42,53,92.0,Average,No,0,1,0,0
Student_643,REG20260643,Computer Science and Engineering,8.55,75.13,80.01,78,89.0,Good,No,2,1,0,1
Student_644,REG20260644,Information Technology,6.85,75.05,87.95,95,91.0,Poor,No,1,0,0,1
Student_645,REG20260645,Computer Science and Engineering,7.53,87.7,72.48,79,,Excellent,No,0,0,0,0
Student_646,REG20260646,Artificial Intelligence and Data Science,9.03,61.64,92.83,40,73.0,Average,Yes,0,4,0,1
Student_647,REG20260647,Electrical and Electronics Engineering,7.47,75.95,82.89,95,89.0,Excellent,Yes,4,2,0,1
Student_648,REG20260648,Mechanical Engineering,7.04,73.49,93.67,93,79.0,Good,Yes,1,1,0,1
Student_649,REG20260649,Civil Engineering,7.63,80.67,81.81,43,35.0,Good,Yes,1,1,0,0
Student_650,REG20260650,Electronics and Communication Engineering,9.06,97.98,60.65,100,55.0,Good,No,1,1,1,0
Student_651,REG20260651,Computer Science and Engineering,6.94,88.09,68.32,69,55.0,Good,Yes,2,1,1,0
Student_652,REG20260652,Electronics and Communication Engineering,6.25,72.11,63.68,51,86.0,Good,Yes,2,2,0,1
Student_653,REG20260653,Electrical and Electronics Engineering,8.56,90.58,94.08,95,77.0,Good,No,1,3,0,1
Student_654,REG20260654,Mechanical Engineering,9.05,62.34,87.7,74,86.0,Good,No,1,0,0,1
Student_655,REG20260655,Electronics and Communication Engineering,5.93,56.31,84.09,52,78.0,Excellent,Yes,0,3,0,1
Student_656,REG20260656,Computer Science and Engineering,6.53,63.79,67.94,91,66.0,,No,3,0,0,0
Student_657,REG20260657,Information Technology,6.11,69.64,62.91,70,44.0,Good,No,1,1,0,0
Student_658,REG20260658,Information Technology,7.0,76.95,87.53,77,98.0,Excellent,Yes,0,0,1,1
Student_659,REG20260659,Electrical and Electronics Engineering,7.44,81.45,75.39,82,62.0,Average,Yes,3,0,0,1
Student_660,REG20260660,Electrical and Electronics Engineering,8.72,94.16,64.71,62,87.0,Poor,No,3,3,0,1
Student_661,REG20260661,Information Technology,8.3,76.92,81.51,43,85.0,Good,No,4,1,0,1
Student_662,REG20260662,Other,8.17,76.55,56.73,91,87.0,Good,No,2,0,1,0
Student_663,REG20260663,Electrical and Electronics Engineering,7.02,57.16,69.03,55,38.0,Good,Yes,5,4,0,0
Student_664,REG20260664,Computer Science and Engineering,9.12,56.5,75.15,46,51.0,Average,No,0,3,1,0
Student_665,REG20260665,Computer Science and Engineering,7.53,78.7,61.36,61,81.0,Good,No,2,2,0,0
Student_666,REG20260666,Computer Science and Engineering,9.71,73.84,97.34,68,90.0,Good,Yes,2,3,1,1
Student_667,REG20260667,Computer Science and Engineering,8.23,91.08,63.99,50,,Poor,No,0,1,2,0
Student_668,REG20260668,Computer Science and Engineering,6.04,61.91,60.61,95,52.0,Good,No,0,3,2,0
Student_669,REG20260669,Computer Science and Engineering,8.41,56.07,63.75,72,35.0,Good,No,4,2,0,0
Student_670,REG20260670,Information Technology,6.9,74.31,88.07,97,69.0,Average,No,0,3,0,0
Student_671,REG20260671,Computer Science and Engineering,8.45,65.21,73.3,68,98.0,Good,No,2,2,0,1
Student_672,REG20260672,Artificial Intelligence and Data Science,5.8,57.13,79.31,98,92.0,Good,No,0,1,2,0
Student_673,REG20260673,Computer Science and Engineering,6.25,86.16,55.9,78,93.0,Average,No,0,2,0,0
Student_674,REG20260674,Electronics and Communication Engineering,9.18,59.8,56.48,51,35.0,Average,Yes,1,1,0,0
Student_675,REG20260675,Electronics and Communication Engineering,6.48,81.16,74.17,46,37.0,Excellent,No,0,1,0,0
Student_676,REG20260676,Other,9.1,67.09,90.12,98,71.0,Average,Yes,1,0,0,1
Student_677,REG20260677,Computer Science and Engineering,6.7,62.46,93.07,94,63.0,Average,Yes,1,3,0,1
Student_678,REG20260678,Information Technology,8.26,71.33,58.73,78,,Average,No,0,1,0,1
Student_679,REG20260679,Other,8.48,89.46,78.15,81,95.0,,No,0,1,0,1
Student_680,REG20260680,Artificial Intelligence and Data Science,7.7,71.86,94.27,87,38.0,Good,No,0,1,0,1
Student_681,REG20260681,Civil Engineering,6.81,87.28,71.68,65,48.0,Good,No,0,4,2,0
Student_682,REG20260682,Information Technology,6.41,60.4,90.67,79,67.0,Poor,Yes,2,1,1,0
Student_683,REG20260683,Computer Science and Engineering,5.64,88.23,60.75,48,56.0,Excellent,No,1,2,1,0
Student_684,REG20260684,Mechanical Engineering,6.81,65.19,95.22,80,82.0,Average,No,0,3,0,0
Student_685,REG20260685,Artificial Intelligence and Data Science,8.31,84.13,87.31,73,37.0,Average,No,1,1,1,0
Student_686,REG20260686,Electrical and Electronics Engineering,9.53,79.33,95.48,84,57.0,Good,No,0,1,0,1
Student_687,REG20260687,Electrical and Electronics Engineering,9.25,94.95,84.09,52,55.0,Average,No,0,2,0,0
Student_688,REG20260688,Information Technology,8.79,71.65,70.63,94,77.0,Excellent,No,0,3,0,1
Student_689,REG20260689,Civil Engineering,8.89,57.85,95.34,94,60.0,Excellent,,2,2,0,1
Student_690,REG20260690,Computer Science and Engineering,8.36,55.82,66.85,75,75.0,Average,Yes,3,1,0,1
Student_691,REG20260691,Information Technology,6.62,90.55,69.28,64,72.0,Excellent,No,2,3,4,0
Student_692,REG20260692,Electronics and Communication Engineering,9.4,77.56,85.13,63,45.0,Good,No,0,1,0,0
Student_693,REG20260693,Electronics and Communication Engineering,8.38,88.34,87.91,83,63.0,Excellent,No,0,2,0,1
Student_694,REG20260694,Computer Science and Engineering,7.91,65.08,94.96,56,94.0,Average,No,1,3,0,1
Student_695,REG20260695,Computer Science and Engineering,5.98,69.84,63.81,41,99.0,Good,No,1,0,0,0
Student_696,REG20260696,Electrical and Electronics Engineering,7.42,56.29,89.31,52,95.0,Average,No,5,2,0,0
Student_697,REG20260697,Information Technology,7.48,96.34,86.76,70,53.0,Good,No,0,2,0,0
Student_698,REG20260698,Electrical and Electronics Engineering,9.22,83.72,57.74,68,80.0,Poor,No,0,3,1,0
Student_699,REG20260699,Computer Science and Engineering,7.85,95.13,71.65,89,83.0,Good,No,1,0,0,1
Student_700,REG20260700,Electronics and Communication Engineering,7.14,66.42,67.16,67,56.0,Average,No,2,1,0,0
Student_701,REG20260701,Electronics and Communication Engineering,9.7,81.29,68.09,99,91.0,Average,No,2,3,1,1
Student_702,REG20260702,Computer Science and Engineering,5.98,84.18,97.27,66,48.0,Good,Yes,1,0,2,0
Student_703,REG20260703,Information Technology,7.32,68.65,82.64,54,78.0,Excellent,No,3,0,1,0
Student_704,REG20260704,Computer Science and Engineering,5.68,91.47,85.86,70,50.0,Good,Yes,1,5,0,0
Student_705,REG20260705,Computer Science and Engineering,8.68,95.73,96.99,79,46.0,Excellent,No,3,1,0,0
Student_706,REG20260706,Other,9.45,93.05,71.22,54,89.0,Average,No,4,4,0,1
Student_707,REG20260707,Information Technology,6.7,86.78,89.48,72,85.0,,No,2,0,1,0
Student_708,REG20260708,Civil Engineering,9.19,66.93,73.68,59,73.0,Good,No,0,1,1,0
Student_709,REG20260709,Information Technology,6.76,67.11,92.39,81,67.0,Poor,No,0,2,0,0
Student_710,REG20260710,Mechanical Engineering,9.42,96.42,62.77,51,67.0,Good,Yes,1,2,0,1
Student_711,REG20260711,Civil Engineering,8.74,55.44,95.75,76,63.0,Good,No,1,2,1,0
Student_712,REG20260712,Electrical and Electronics Engineering,8.96,85.79,64.41,48,65.0,Good,No,2,1,0,0
Student_713,REG20260713,Electronics and Communication Engineering,5.58,85.37,69.03,62,65.0,Good,No,0,3,0,0
Student_714,REG20260714,Electronics and Communication Engineering,9.64,81.78,87.52,47,80.0,Good,No,0,1,0,1
Student_715,REG20260715,Information Technology,8.62,97.57,71.93,71,86.0,Poor,No,2,1,0,1
Student_716,REG20260716,Artificial Intelligence and Data Science,6.81,68.41,81.15,87,44.0,Average,No,0,0,4,0
Student_717,REG20260717,Artificial Intelligence and Data Science,9.07,69.62,74.12,53,75.0,Good,No,0,2,0,1
Student_718,REG20260718,Other,6.71,58.39,86.92,66,37.0,Average,No,0,1,0,0
Student_719,REG20260719,Computer Science and Engineering,9.25,74.04,64.82,64,93.0,Poor,,1,1,0,1
Student_720,REG20260720,Mechanical Engineering,5.98,66.23,57.51,52,86.0,Average,No,0,1,0,0
Student_721,REG20260721,Artificial Intelligence and Data Science,8.53,69.77,67.9,94,68.0,Good,No,2,0,0,1
Student_722,REG20260722,Computer Science and Engineering,7.83,90.89,75.4,60,83.0,Average,Yes,1,0,0,1
Student_723,REG20260723,Computer Science and Engineering,5.92,95.23,62.22,84,62.0,Good,Yes,3,2,0,0
Student_724,REG20260724,Mechanical Engineering,6.54,62.99,70.26,70,47.0,Good,,1,1,0,0
Student_725,REG20260725,Electrical and Electronics Engineering,5.55,71.02,72.2,76,95.0,Average,No,0,3,1,0
Student_726,REG20260726,Artificial Intelligence and Data Science,7.52,94.93,57.47,87,94.0,Good,Yes,0,2,0,1
Student_727,REG20260727,Computer Science and Engineering,6.8,57.66,80.08,97,58.0,Good,No,0,0,0,0
Student_728,REG20260728,Civil Engineering,8.07,58.97,93.03,82,97.0,Good,No,1,2,4,0
Student_729,REG20260729,Computer Science and Engineering,6.78,62.0,61.52,93,95.0,Good,Yes,0,0,0,1
Student_730,REG20260730,Computer Science and Engineering,6.79,80.59,80.71,44,57.0,Poor,Yes,0,2,1,0
Student_731,REG20260731,Computer Science and Engineering,,61.47,83.58,52,64.0,Good,No,1,5,0,1
Student_732,REG20260732,Civil Engineering,5.71,96.63,73.03,67,94.0,Average,Yes,0,1,1,0
Student_733,REG20260733,Mechanical Engineering,9.38,74.21,85.15,82,52.0,,No,0,2,1,0
Student_734,REG20260734,Electronics and Communication Engineering,9.16,76.57,72.66,64,90.0,Good,No,2,1,0,1
Student_735,REG20260735,Information Technology,8.37,65.61,76.7,90,87.0,Good,No,3,1,1,1
Student_736,REG20260736,Artificial Intelligence and Data Science,8.05,75.25,55.32,74,41.0,Average,Yes,0,3,2,0
Student_737,REG20260737,Information Technology,9.34,83.46,84.74,86,86.0,Average,Yes,0,0,0,1
Student_738,REG20260738,Civil Engineering,6.3,87.3,83.44,78,38.0,Average,Yes,4,1,0,0
Student_739,REG20260739,Electronics and Communication Engineering,5.84,87.42,56.65,46,68.0,Good,Yes,0,1,0,0
Student_740,REG20260740,Information Technology,6.53,79.85,70.83,77,67.0,Average,No,4,2,1,0
Student_741,REG20260741,Electronics and Communication Engineering,8.92,93.89,97.1,71,72.0,Good,Yes,0,1,0,1
Student_742,REG20260742,Information Technology,5.65,90.15,73.09,42,60.0,Average,No,2,3,0,0
Student_743,REG20260743,Mechanical Engineering,8.01,87.55,76.58,84,35.0,Excellent,No,0,0,0,1
Student_744,REG20260744,Electronics and Communication Engineering,9.78,57.39,94.13,78,38.0,Average,Yes,3,1,0,1
Student_745,REG20260745,Computer Science and Engineering,9.18,55.3,85.84,76,73.0,Excellent,Yes,0,2,0,1
Student_746,REG20260746,Artificial Intelligence and Data Science,7.74,64.14,80.03,94,88.0,Excellent,Yes,1,1,0,1
Student_747,REG20260747,Information Technology,5.77,83.53,89.31,89,67.0,Good,Yes,0,2,1,0
Student_748,REG20260748,Electronics and Communication Engineering,9.07,72.68,92.17,61,67.0,Good,No,0,0,0,1
Student_749,REG20260749,Artificial Intelligence and Data Science,8.08,72.3,74.65,47,54.0,Average,No,2,0,0,0
Student_750,REG20260750,Electrical and Electronics Engineering,5.99,93.04,75.43,56,50.0,Good,No,1,0,0,0
Student_751,REG20260751,Computer Science and Engineering,5.9,93.51,71.6,91,55.0,Average,No,3,3,0,0
Student_752,REG20260752,Artificial Intelligence and Data Science,9.41,94.09,96.57,66,79.0,Average,No,1,2,0,1
Student_753,REG20260753,Electrical and Electronics Engineering,8.38,68.5,84.98,72,,Good,No,2,2,0,1
Student_754,REG20260754,Information Technology,9.07,84.72,58.58,85,65.0,Good,No,1,1,0,0
Student_755,REG20260755,Computer Science and Engineering,9.28,66.68,92.11,56,76.0,Good,Yes,4,2,0,1
Student_756,REG20260756,Civil Engineering,7.96,63.2,75.66,81,46.0,Average,Yes,3,1,0,1
Student_757,REG20260757,Electrical and Electronics Engineering,7.73,62.94,57.96,51,99.0,Average,No,0,3,0,1
Student_758,REG20260758,Electronics and Communication Engineering,7.35,69.71,78.64,87,37.0,Poor,No,2,2,3,0
Student_759,REG20260759,Artificial Intelligence and Data Science,6.86,73.49,72.94,85,43.0,Poor,No,2,2,0,0
Student_760,REG20260760,Civil Engineering,7.37,90.73,92.74,66,85.0,Average,No,0,0,1,0
Student_761,REG20260761,Computer Science and Engineering,8.83,60.16,63.77,87,50.0,Poor,No,1,1,1,0
Student_762,REG20260762,Information Technology,8.09,86.6,90.54,47,37.0,Average,No,0,1,0,0
Student_763,REG20260763,Computer Science and Engineering,9.34,77.85,78.98,62,58.0,Good,No,2,3,1,0
Student_764,REG20260764,Mechanical Engineering,7.41,67.38,57.35,99,47.0,Poor,No,0,1,0,0
Student_765,REG20260765,Computer Science and Engineering,8.11,76.19,96.79,81,36.0,Good,No,0,1,0,0
Student_766,REG20260766,Electrical and Electronics Engineering,8.21,67.9,77.04,100,55.0,Average,No,1,1,0,1
Student_767,REG20260767,Civil Engineering,8.04,80.63,67.51,88,53.0,Excellent,No,1,1,1,0
Student_768,REG20260768,Artificial Intelligence and Data Science,8.52,73.66,75.18,98,81.0,Good,No,2,0,0,1
Student_769,REG20260769,Information Technology,6.52,62.07,91.89,68,56.0,Average,,4,3,1,0
Student_770,REG20260770,Civil Engineering,7.7,60.01,68.11,89,67.0,Good,No,1,2,0,0
Student_771,REG20260771,Computer Science and Engineering,5.95,78.51,63.29,59,66.0,Average,No,0,3,2,0
Student_772,REG20260772,Artificial Intelligence and Data Science,7.15,93.8,60.55,55,98.0,Good,,1,3,0,1
Student_773,REG20260773,Computer Science and Engineering,7.6,69.79,67.81,56,73.0,Average,Yes,1,1,0,1
Student_774,REG20260774,Information Technology,8.3,86.52,88.54,55,76.0,Excellent,No,1,1,0,1
Student_775,REG20260775,Civil Engineering,9.59,83.32,75.28,58,43.0,Average,Yes,0,0,0,1
Student_776,REG20260776,Computer Science and Engineering,8.08,95.06,64.78,95,59.0,Average,No,1,3,0,0
Student_777,REG20260777,Computer Science and Engineering,8.7,90.3,62.15,95,36.0,Good,No,0,1,2,0
Student_778,REG20260778,Mechanical Engineering,7.68,79.36,69.31,47,53.0,Average,No,2,1,0,0
Student_779,REG20260779,Mechanical Engineering,8.23,83.25,95.42,77,54.0,Good,Yes,1,1,2,0
Student_780,REG20260780,Electrical and Electronics Engineering,5.81,93.63,69.75,77,51.0,Good,No,2,1,0,0
